GEOID,GEOID_2,Block Group,Tract,County,Total Population,Millennial Population,Pct,Year
080050076001,15000US080050076001,Block Group 1, Census Tract 76, Arapahoe County,782,352,0.450127877,2009
080050076002,15000US080050076002,Block Group 2, Census Tract 76, Arapahoe County,935,209,0.223529412,2009
080050076003,15000US080050076003,Block Group 3, Census Tract 76, Arapahoe County,956,276,0.288702929,2009
080050076004,15000US080050076004,Block Group 4, Census Tract 76, Arapahoe County,693,104,0.15007215,2009
080050077021,15000US080050077021,Block Group 1, Census Tract 77.02, Arapahoe County,891,217,0.243546577,2009
080050077022,15000US080050077022,Block Group 2, Census Tract 77.02, Arapahoe County,1297,283,0.218195837,2009
080050077023,15000US080050077023,Block Group 3, Census Tract 77.02, Arapahoe County,2093,538,0.257047301,2009
080050077031,15000US080050077031,Block Group 1, Census Tract 77.03, Arapahoe County,1685,355,0.210682493,2009
080050077032,15000US080050077032,Block Group 2, Census Tract 77.03, Arapahoe County,1149,219,0.190600522,2009
080050077033,15000US080050077033,Block Group 3, Census Tract 77.03, Arapahoe County,2143,706,0.329444704,2009
080050077041,15000US080050077041,Block Group 1, Census Tract 77.04, Arapahoe County,1672,425,0.254186603,2009
080050077042,15000US080050077042,Block Group 2, Census Tract 77.04, Arapahoe County,1490,478,0.320805369,2009
080050077043,15000US080050077043,Block Group 3, Census Tract 77.04, Arapahoe County,1228,367,0.298859935,2009
080050151001,15000US080050151001,Block Group 1, Census Tract 151, Arapahoe County,1439,198,0.137595552,2009
080050151002,15000US080050151002,Block Group 2, Census Tract 151, Arapahoe County,1000,171,0.171,2009
080050800001,15000US080050800001,Block Group 1, Census Tract 800, Arapahoe County,1920,658,0.342708333,2009
080050800002,15000US080050800002,Block Group 2, Census Tract 800, Arapahoe County,1341,292,0.217747949,2009
080050801001,15000US080050801001,Block Group 1, Census Tract 801, Arapahoe County,1234,288,0.233387358,2009
080050801002,15000US080050801002,Block Group 2, Census Tract 801, Arapahoe County,956,244,0.255230126,2009
080050801003,15000US080050801003,Block Group 3, Census Tract 801, Arapahoe County,1974,581,0.294326241,2009
080050802001,15000US080050802001,Block Group 1, Census Tract 802, Arapahoe County,920,84,0.091304348,2009
080050802002,15000US080050802002,Block Group 2, Census Tract 802, Arapahoe County,1692,468,0.276595745,2009
080050802003,15000US080050802003,Block Group 3, Census Tract 802, Arapahoe County,920,129,0.140217391,2009
080050802004,15000US080050802004,Block Group 4, Census Tract 802, Arapahoe County,1276,221,0.173197492,2009
080050803001,15000US080050803001,Block Group 1, Census Tract 803, Arapahoe County,783,135,0.172413793,2009
080050803002,15000US080050803002,Block Group 2, Census Tract 803, Arapahoe County,1285,164,0.127626459,2009
080050803003,15000US080050803003,Block Group 3, Census Tract 803, Arapahoe County,2315,384,0.16587473,2009
080050803004,15000US080050803004,Block Group 4, Census Tract 803, Arapahoe County,1132,319,0.28180212,2009
080050804001,15000US080050804001,Block Group 1, Census Tract 804, Arapahoe County,871,218,0.250287026,2009
080050804002,15000US080050804002,Block Group 2, Census Tract 804, Arapahoe County,1527,286,0.18729535,2009
080050804003,15000US080050804003,Block Group 3, Census Tract 804, Arapahoe County,818,193,0.23594132,2009
080050804004,15000US080050804004,Block Group 4, Census Tract 804, Arapahoe County,1086,79,0.072744015,2009
080050805001,15000US080050805001,Block Group 1, Census Tract 805, Arapahoe County,1632,198,0.121323529,2009
080050805002,15000US080050805002,Block Group 2, Census Tract 805, Arapahoe County,938,221,0.235607676,2009
080050806001,15000US080050806001,Block Group 1, Census Tract 806, Arapahoe County,1224,565,0.461601307,2009
080050806002,15000US080050806002,Block Group 2, Census Tract 806, Arapahoe County,842,174,0.206650831,2009
080050806003,15000US080050806003,Block Group 3, Census Tract 806, Arapahoe County,1267,436,0.344119968,2009
080050807001,15000US080050807001,Block Group 1, Census Tract 807, Arapahoe County,2035,467,0.229484029,2009
080050807002,15000US080050807002,Block Group 2, Census Tract 807, Arapahoe County,2184,717,0.328296703,2009
080050807003,15000US080050807003,Block Group 3, Census Tract 807, Arapahoe County,1541,142,0.092147956,2009
080050808001,15000US080050808001,Block Group 1, Census Tract 808, Arapahoe County,1547,369,0.23852618,2009
080050808002,15000US080050808002,Block Group 2, Census Tract 808, Arapahoe County,720,110,0.152777778,2009
080050809001,15000US080050809001,Block Group 1, Census Tract 809, Arapahoe County,2298,532,0.231505657,2009
080050809002,15000US080050809002,Block Group 2, Census Tract 809, Arapahoe County,1951,358,0.183495643,2009
080050810001,15000US080050810001,Block Group 1, Census Tract 810, Arapahoe County,1688,513,0.303909953,2009
080050810002,15000US080050810002,Block Group 2, Census Tract 810, Arapahoe County,1079,220,0.203892493,2009
080050810003,15000US080050810003,Block Group 3, Census Tract 810, Arapahoe County,1120,332,0.296428571,2009
080050810004,15000US080050810004,Block Group 4, Census Tract 810, Arapahoe County,1356,392,0.289085546,2009
080050811001,15000US080050811001,Block Group 1, Census Tract 811, Arapahoe County,818,393,0.480440098,2009
080050811002,15000US080050811002,Block Group 2, Census Tract 811, Arapahoe County,1071,95,0.088702148,2009
080050811003,15000US080050811003,Block Group 3, Census Tract 811, Arapahoe County,2091,529,0.252989,2009
080050811004,15000US080050811004,Block Group 4, Census Tract 811, Arapahoe County,1398,620,0.443490701,2009
080050812001,15000US080050812001,Block Group 1, Census Tract 812, Arapahoe County,1810,529,0.292265193,2009
080050812002,15000US080050812002,Block Group 2, Census Tract 812, Arapahoe County,1750,775,0.442857143,2009
080050812003,15000US080050812003,Block Group 3, Census Tract 812, Arapahoe County,1064,336,0.315789474,2009
080050813001,15000US080050813001,Block Group 1, Census Tract 813, Arapahoe County,1377,221,0.160493827,2009
080050813002,15000US080050813002,Block Group 2, Census Tract 813, Arapahoe County,1376,305,0.221656977,2009
080050814001,15000US080050814001,Block Group 1, Census Tract 814, Arapahoe County,956,100,0.10460251,2009
080050814002,15000US080050814002,Block Group 2, Census Tract 814, Arapahoe County,535,73,0.136448598,2009
080050814003,15000US080050814003,Block Group 3, Census Tract 814, Arapahoe County,1218,249,0.204433498,2009
080050814004,15000US080050814004,Block Group 4, Census Tract 814, Arapahoe County,1081,143,0.132284921,2009
080050815001,15000US080050815001,Block Group 1, Census Tract 815, Arapahoe County,1429,59,0.041287614,2009
080050815002,15000US080050815002,Block Group 2, Census Tract 815, Arapahoe County,1802,51,0.028301887,2009
080050816001,15000US080050816001,Block Group 1, Census Tract 816, Arapahoe County,739,63,0.085250338,2009
080050816002,15000US080050816002,Block Group 2, Census Tract 816, Arapahoe County,1348,301,0.223293769,2009
080050816003,15000US080050816003,Block Group 3, Census Tract 816, Arapahoe County,1290,238,0.184496124,2009
080050816004,15000US080050816004,Block Group 4, Census Tract 816, Arapahoe County,1495,333,0.222742475,2009
080050817001,15000US080050817001,Block Group 1, Census Tract 817, Arapahoe County,2280,402,0.176315789,2009
080050817002,15000US080050817002,Block Group 2, Census Tract 817, Arapahoe County,672,73,0.108630952,2009
080050818001,15000US080050818001,Block Group 1, Census Tract 818, Arapahoe County,3261,1036,0.317693959,2009
080050818002,15000US080050818002,Block Group 2, Census Tract 818, Arapahoe County,1080,186,0.172222222,2009
080050818003,15000US080050818003,Block Group 3, Census Tract 818, Arapahoe County,860,167,0.194186047,2009
080050819001,15000US080050819001,Block Group 1, Census Tract 819, Arapahoe County,1498,693,0.462616822,2009
080050819002,15000US080050819002,Block Group 2, Census Tract 819, Arapahoe County,1320,374,0.283333333,2009
080050819003,15000US080050819003,Block Group 3, Census Tract 819, Arapahoe County,1972,541,0.274340771,2009
080050819004,15000US080050819004,Block Group 4, Census Tract 819, Arapahoe County,1068,91,0.085205993,2009
080050820001,15000US080050820001,Block Group 1, Census Tract 820, Arapahoe County,1543,830,0.537913156,2009
080050820002,15000US080050820002,Block Group 2, Census Tract 820, Arapahoe County,917,461,0.502726281,2009
080050820003,15000US080050820003,Block Group 3, Census Tract 820, Arapahoe County,940,223,0.237234043,2009
080050821001,15000US080050821001,Block Group 1, Census Tract 821, Arapahoe County,1634,385,0.235618115,2009
080050821002,15000US080050821002,Block Group 2, Census Tract 821, Arapahoe County,2250,304,0.135111111,2009
080050821003,15000US080050821003,Block Group 3, Census Tract 821, Arapahoe County,2808,1077,0.383547009,2009
080050822001,15000US080050822001,Block Group 1, Census Tract 822, Arapahoe County,1239,452,0.364810331,2009
080050822002,15000US080050822002,Block Group 2, Census Tract 822, Arapahoe County,1724,432,0.250580046,2009
080050822003,15000US080050822003,Block Group 3, Census Tract 822, Arapahoe County,1400,494,0.352857143,2009
080050822004,15000US080050822004,Block Group 4, Census Tract 822, Arapahoe County,1346,153,0.113670134,2009
080050823001,15000US080050823001,Block Group 1, Census Tract 823, Arapahoe County,1180,291,0.246610169,2009
080050823002,15000US080050823002,Block Group 2, Census Tract 823, Arapahoe County,3155,1072,0.33977813,2009
080050824001,15000US080050824001,Block Group 1, Census Tract 824, Arapahoe County,1617,332,0.205318491,2009
080050824002,15000US080050824002,Block Group 2, Census Tract 824, Arapahoe County,2330,697,0.299141631,2009
080050824003,15000US080050824003,Block Group 3, Census Tract 824, Arapahoe County,1121,360,0.321141838,2009
080050825001,15000US080050825001,Block Group 1, Census Tract 825, Arapahoe County,1512,423,0.279761905,2009
080050825002,15000US080050825002,Block Group 2, Census Tract 825, Arapahoe County,724,110,0.151933702,2009
080050826001,15000US080050826001,Block Group 1, Census Tract 826, Arapahoe County,1321,389,0.294473883,2009
080050826002,15000US080050826002,Block Group 2, Census Tract 826, Arapahoe County,859,264,0.307334109,2009
080050826003,15000US080050826003,Block Group 3, Census Tract 826, Arapahoe County,1008,213,0.211309524,2009
080050826004,15000US080050826004,Block Group 4, Census Tract 826, Arapahoe County,1517,542,0.357284113,2009
080050827001,15000US080050827001,Block Group 1, Census Tract 827, Arapahoe County,1149,264,0.229765013,2009
080050827002,15000US080050827002,Block Group 2, Census Tract 827, Arapahoe County,2270,618,0.272246696,2009
080050828001,15000US080050828001,Block Group 1, Census Tract 828, Arapahoe County,1542,492,0.319066148,2009
080050828002,15000US080050828002,Block Group 2, Census Tract 828, Arapahoe County,835,216,0.258682635,2009
080050828003,15000US080050828003,Block Group 3, Census Tract 828, Arapahoe County,2147,456,0.212389381,2009
080050828004,15000US080050828004,Block Group 4, Census Tract 828, Arapahoe County,877,241,0.274800456,2009
080050829001,15000US080050829001,Block Group 1, Census Tract 829, Arapahoe County,2072,635,0.306467181,2009
080050829002,15000US080050829002,Block Group 2, Census Tract 829, Arapahoe County,1659,304,0.183242917,2009
080050829003,15000US080050829003,Block Group 3, Census Tract 829, Arapahoe County,647,84,0.129829985,2009
080050830001,15000US080050830001,Block Group 1, Census Tract 830, Arapahoe County,2974,729,0.245124412,2009
080050831001,15000US080050831001,Block Group 1, Census Tract 831, Arapahoe County,407,173,0.425061425,2009
080050831002,15000US080050831002,Block Group 2, Census Tract 831, Arapahoe County,3020,652,0.21589404,2009
080050831003,15000US080050831003,Block Group 3, Census Tract 831, Arapahoe County,2260,655,0.289823009,2009
080050831004,15000US080050831004,Block Group 4, Census Tract 831, Arapahoe County,697,409,0.586800574,2009
080050832001,15000US080050832001,Block Group 1, Census Tract 832, Arapahoe County,1770,611,0.34519774,2009
080050832002,15000US080050832002,Block Group 2, Census Tract 832, Arapahoe County,1653,443,0.26799758,2009
080050832003,15000US080050832003,Block Group 3, Census Tract 832, Arapahoe County,2927,549,0.187564059,2009
080050832004,15000US080050832004,Block Group 4, Census Tract 832, Arapahoe County,1283,217,0.16913484,2009
080050833001,15000US080050833001,Block Group 1, Census Tract 833, Arapahoe County,1096,168,0.153284672,2009
080050833002,15000US080050833002,Block Group 2, Census Tract 833, Arapahoe County,1386,453,0.326839827,2009
080050833003,15000US080050833003,Block Group 3, Census Tract 833, Arapahoe County,1454,353,0.242778542,2009
080050834001,15000US080050834001,Block Group 1, Census Tract 834, Arapahoe County,2497,690,0.276331598,2009
080050834002,15000US080050834002,Block Group 2, Census Tract 834, Arapahoe County,2459,501,0.203741358,2009
080050834003,15000US080050834003,Block Group 3, Census Tract 834, Arapahoe County,1441,205,0.142262318,2009
080050835001,15000US080050835001,Block Group 1, Census Tract 835, Arapahoe County,769,183,0.237971391,2009
080050835002,15000US080050835002,Block Group 2, Census Tract 835, Arapahoe County,625,143,0.2288,2009
080050835003,15000US080050835003,Block Group 3, Census Tract 835, Arapahoe County,917,234,0.255179935,2009
080050835004,15000US080050835004,Block Group 4, Census Tract 835, Arapahoe County,1487,539,0.362474781,2009
080050835005,15000US080050835005,Block Group 5, Census Tract 835, Arapahoe County,992,113,0.11391129,2009
080050836001,15000US080050836001,Block Group 1, Census Tract 836, Arapahoe County,1550,500,0.322580645,2009
080050836002,15000US080050836002,Block Group 2, Census Tract 836, Arapahoe County,1743,530,0.304073437,2009
080050836003,15000US080050836003,Block Group 3, Census Tract 836, Arapahoe County,357,101,0.282913165,2009
080050837001,15000US080050837001,Block Group 1, Census Tract 837, Arapahoe County,1350,177,0.131111111,2009
080050837002,15000US080050837002,Block Group 2, Census Tract 837, Arapahoe County,2482,417,0.16800967,2009
080050838001,15000US080050838001,Block Group 1, Census Tract 838, Arapahoe County,1060,483,0.455660377,2009
080050838002,15000US080050838002,Block Group 2, Census Tract 838, Arapahoe County,1082,139,0.128465804,2009
080050838003,15000US080050838003,Block Group 3, Census Tract 838, Arapahoe County,732,149,0.203551913,2009
080050839001,15000US080050839001,Block Group 1, Census Tract 839, Arapahoe County,2008,434,0.216135458,2009
080050839002,15000US080050839002,Block Group 2, Census Tract 839, Arapahoe County,996,335,0.336345382,2009
080050840001,15000US080050840001,Block Group 1, Census Tract 840, Arapahoe County,806,126,0.156327543,2009
080050840002,15000US080050840002,Block Group 2, Census Tract 840, Arapahoe County,756,111,0.146825397,2009
080050840003,15000US080050840003,Block Group 3, Census Tract 840, Arapahoe County,921,216,0.234527687,2009
080050841001,15000US080050841001,Block Group 1, Census Tract 841, Arapahoe County,885,145,0.163841808,2009
080050841002,15000US080050841002,Block Group 2, Census Tract 841, Arapahoe County,1886,380,0.201484624,2009
